"ID","Type","Name","Documentation","Specialization"
"id-58c0075bd0b14582834f5536ff215260","DataObject","IEC 61850 Specification","CoMPAS can handle all kinds of SCL files, including specification files.",""
"id-116077a621d04e90b08871e2a0cc2e4f","DataObject","IEEE-CDF","",""
"EAID_CFA730D6_89EB_46aa_BCC7_5D221862B85D","DataObject","Inverter-Based Resource Dynamics Model","Dynamics model for inverter-based resources, including grid-following and grid-forming resources.",""
"id-171e7f04da9b4ba79a8085ba456ab16f","DataObject","Klant metingen","",""
"id-9e6737a1d36144db8a05aa7a299844c9","DataObject","KNMI","",""
"id-ced8fc55576b440383185efc14197c51","DataObject","Lakehouse","",""
"EAID_B1634AF6_9D92_4e5e_A1CF_98385661D392","DataObject","Limit Overrides","An adjustment of system operating limits.",""
"EAID_2031F5FA_7968_4405_BDFB_5E5A072B182D","DataObject","Limit Violations","Instances where the power system scenario (current or future) violates limits set for grid stability and security.",""
"EAID_1A6D71AE_C8D8_4397_AF37_B8A6032C3E4A","DataObject","Line Current Limit","",""
"EAID_7D2775A7_EF62_4722_97A3_92B8B1DCF2DF","DataObject","Line Frequency Limit","",""
"EAID_ADA9148A_7864_4fac_9376_AC67A60B9A20","DataObject","Line Ratings","",""
"EAID_ADA30383_DB58_40af_B5E2_FACCCCCA86EC","DataObject","Line Reactive Power Limit","",""
"EAID_215FB99C_1B4C_4fe2_AA66_ABC1EB5737A9","DataObject","Line Real Power Limit","",""
"EAID_118239B2_2718_48e9_AFF2_C62DC51BE3D1","DataObject","Line voltage Limit","",""
"id-033b64da759743288011d3e8ac261c85","DataObject","Load Corrections","",""
"EAID_FCF60C29_8725_4490_9717_2F4C8A9EFA77","DataObject","Load Forecast","A forecast of load (demand) that must be met by a grid or market operator over any timeframe (minutes, hours, days, seasons, years).  Mostly impacted by season, day of week, holidays, weather and other events.",""
"id-3f8f8f0717954f9db561489537027d1f","DataObject","Market Data","",""
"id-476879e45e6440feacb9ee7f755a72e3","DataObject","Market data","",""
"EAID_2D898591_073C_416e_B510_E9C4AEF3BAF3","DataObject","Market solution","Replaces power system state, topology etc.",""
"id-20ce8fe789f940d6b2f0fe4cb6edf6c5","DataObject","Matpower","",""
"EAID_113BD35A_4922_403b_8E76_02A97C1A85D6","DataObject","Measured Loads","Loads measured in the past which may be stored historically and recorded at regular intervals.",""
"id-921b5d90859b4e79ad6f7473c510a03e","DataObject","Measured RES production","",""
"EAID_B7179D49_CB3C_4a15_819C_0C765BDEF8F2","DataObject","Measured Resource Output","The measured output for demand response resources for past scheduled time frames.",""
"id-592b4795a38544189bd5a5583bd4877a","DataObject","Measurement forecasts","",""
"id-7720a8691750469d8e5109de04f27190","DataObject","Measurements","",""
"id-02510b16f8464d6b8318e5bca53b6986","DataObject","Model extensions","",""
"id-1237c5e5959348e88ac82135138bbac0","DataObject","Model persistence","",""
"EAID_CBFBB50E_D231_4204_95FA_A8FE2236E2EF","DataObject","Most Limiting Series Element","",""
"EAID_D2A1D80E_00A2_4f71_B188_DA402CFD4AE8","DataObject","Net Demand Response Short Term Load Forecast","A short term load forecast that is adjusted for demand that is expected to be met by demand response effectively reducing the load expected and observed by the operator/market.",""
"id-57e3a56d95db47c3ac59ee5572b5eadf","DataObject","Network Data","Topology + Component attributes",""
"id-126e82e702b24b5f8c67f92bc191f2ef","DataObject","Network Model","",""
"id-f6a81d02846d4681ad3dc1fe80dc5a31","DataObject","Node voltage magnitude and angle","",""
"id-28631b281d114c1585fc38c571bb36e7","DataObject","OpenWeatherMap","",""
"id-5d76eeb5b5a846c5b08d8fb5ecc52ba3","DataObject","OPF result?","",""
"EAID_2784DB42_7413_4c24_BE34_C9991EEE5112","DataObject","Outages","Outages, scheduled or unplanned (forced), are changes to the normal operation of resources and equipment on the grid.  They include generators out of service or operating in a degraded mode, non-default switch positions or temporarily stricter operating limits.",""
"id-4c482e883eb94207859e96a770eeeb2e","DataObject","Persistence","",""
"id-739f066be0ca4d0ca12975da519ada26","DataObject","Phasor measurement unit data","Voltage and current magnitude and phase, active and reactive power, measurement uncertainties",""
"id-4478b3c4c5b54f038e1e20eb875c973b","DataObject","Pivot Model","",""
"EAID_BAB8A504_11E5_4446_B316_F6A45405774A","DataObject","PMU Data Set","",""
"id-5ccb7373450546ac8aa45458126b6ee9","DataObject","POI's","POI's points of interests 
Further clarification needed over what is the criteria to choose these points of interests

Contingency is perhaps a better term to use",""
"id-a93a3356f9dd45a8bc159016d30d3a6b","DataObject","Power flow / voltage measurements with uncertainty","",""
"EAID_668DA81D_F4B8_4aae_9186_906F6B77EB55","DataObject","Power Flow Output","",""
"id-f56cb6cd4ce642e0b385debd784b2f5e","DataObject","Power flow through branches","",""
"EAID_E66CE9E1_D1AA_4e65_9948_F31053711580","DataObject","Power System State","State estimator solution or power flow output 
- Energized State
- Island Topology
- Bus Voltage
- Bus Injections
- Terminal flows
- Controls
- Violations",""
"id-a30b07d06f0d496f9ed8fb7f3f749157","DataObject","Power Transfer Distribution Factors","",""
"id-fb38f59038a248139f90f77ba6828288","DataObject","Prices ","",""
"EAID_82A66B00_134D_4728_BA29_D2ECE4C818C6","DataObject","Prioritized Alarm List","",""
"id-6e2623041a3e4a91a158c869f1f1f894","DataObject","PSSE","",""
"id-9865342701114a8582a82ffec3cea087","DataObject","PVoutput ","PVoutput gereliseerde opwek ",""
"id-ae72fdbce5ce49be80363952e19d93e7","DataObject","Real-time command","",""
"id-062ca9c0ee324ab58c208a4e919a6fe4","DataObject","Real-time device monitoring","",""
"id-674b43185bed45e5bc452f86c77ea6c0","DataObject","Real-time event","",""
"id-8bafd06774294e739ca2db1b45baff2b","DataObject","Real-time measuring values","",""
"id-a6ce5eae31f345ce9983273dfd28b894","DataObject","Real-time setpoints","",""
"id-bd3f2b987cd641ce80e08e86cf270016","DataObject","Remedial action","",""
"id-4be754daaa7045bd9290f0a3ca5a6fc5","DataObject","Remedial actions","",""
"EAID_2429D480_8132_48fc_AA0B_CB2621E88DFC","DataObject","Root Cause","A description of the root cause of an incident.",""
"id-baca477c5f994220929968d877052f49","DataObject","Scenario","",""
"id-eb60ca41e6cd46e0b576c40c6f9155ca","DataObject","Security report","",""
"id-a0592dd53caf4221a5bc1ed368634d7b","DataObject","Shift keys","",""
"EAID_8F992F91_28FF_4200_B173_2ADAAE78773A","DataObject","Short Circuit Model","Contains the additional information (e.g. equipment Negative and Zero Sequence Impedances) necessary to perform short circuit analysis. Supported by the SC profile in CIM, IEC 61970-452.  Must be exchanged with the corresponding EQ profile.",""
"EAID_9E4FBA8F_46DC_4f4c_A61A_ADFA641F74F5","DataObject","Short Term Load Forecast","A forecast of load (demand) that must be met by a grid or market operator over minutes, hours and days.  Mostly impacted by season, day of week, holidays, weather and other events.",""
"id-deaba5f515b64a5bacbe3b29a25119a8","DataObject","Short Term Needed Transport Forecast","",""
"id-942a31522bed430da3a8363775f810a3","DataObject","Short Term RES production Forecast","",""
"EAID_1784225C_94A7_48ca_A7D5_FB39C5368E66","DataObject","Solar Generation Forecast","The forecasted power available over time from solar generation resources for a given forecasting window (e.g., minutes, hours, days). A forecast may include metadata related to the uncertainty of its inputs and likelihood of occurrence.",""
"EAID_828E2E82_AE20_4fc4_B946_9E953F92A4DA","DataObject","State Estimation","An estimate of the current state of the grid in terms of power flow, voltages, demand and generation based on validated and adjusted direct measurements and interpolated values where no measurement is available.",""
"id-e3a763c4671149c1a0686f5d34a801f3","DataObject","State variables","State variables calculated by a state estimation or power flow algorithm: voltage, current and power injections",""
"id-daa4267dac5d4ffcb492bb6cbc7910e4","DataObject","state variables time series","",""
"id-86c1cdc598994f71b5bac4a637a0dfca","DataObject","Steady State Hyposis","",""
"EAID_CC2AB72D_A1A3_46c2_A583_BE1042AB4AB8","DataObject","Switching Operations","Switching operations that change the default switch position for a period of time e.g. summer setup are communicated as part of an outage.",""
"EAID_46950E9D_B46C_4c49_A0E8_DA4EB482D82C","DataObject","Synchronous Generator Dynamics Models","The dynamics model for synchronous generating units.",""
"EAID_4A7D7B1B_A585_454e_B56D_4668AFC4816E","DataObject","Telemetry","Telemetry is the in situ collection of measurements or other data at remote points and their automatic transmission to receiving equipment for monitoring.",""
"EAID_01AE7FE7_5E3A_4d6b_9922_E7601F1DB32D","DataObject","Telemetry Set","A set of grid measurements (analog and digital) that represent the same (as much as possible) time.  ",""
"id-fa616997891c40fe95d23ffe73a610c4","DataObject","Time Series Events","",""
"id-cff0a6f7125d4ad38c423f597d0e5f83","DataObject","Time Series Metadata","",""
"EAID_49915492_9007_4083_8D75_715C3C767EE4","DataObject","Transmission network model","The equipment and dynamics model for transmission network.",""
"id-17c8704083894d379be598f081381e21","DataObject","Transport prognosis","",""
"id-fb09944f37874beab0cc528a9cd5acf3","DataObject","Transport prognosis","",""
"id-52ce90f96cae4aeaaf9f2c6f4e44b48b","DataObject","Use profile ","Verbruik Profiel
These are not measurements rather in areas where we don't have measurements - we use ",""
"EAID_92753E01_DFF5_43f8_9026_4714EB56715E","DataObject","Variable Energy Resource Forecast","The forecasted power available over time from variable energy resources for a given forecasting window (e.g., minutes, hours, days). A forecast may include metadata related to the uncertainty of its inputs and likelihood of occurrence.",""
"EAID_A6484B7F_6098_49b0_BC0C_EC969661F79C","DataObject","Variable Energy Resource Performance History","The history of energy resources performance (supply and demand) under various operating conditions e.g., weather.",""
"EAID_552AF969_31E7_443e_9F30_299C0A9032CD","DataObject","Voltage Stability Violations","A list of the violations of the voltage stability limits whereby the voltage at a point in the network does not have sufficient voltage to surpass the voltage stability limit.",""
"id-f92dca07f65247628abef83bba7c1e0e","DataObject","Weather data","",""
"id-f1ea93408afa4784bf43c86617bb43fe","DataObject","Weather Data","",""
"id-6fd6f0eb84574641a451df832d0f5469","DataObject","Weather Data","",""
"EAID_C91B790E_A9EC_40f8_8EE4_B9D270E2CF11","DataObject","Weather Forecast","Estimate of weather conditions for a given location at a given moment in time (hour/day) including all aspects relevant to demand and load forecasting e.g., air temperature, precipitation levels, cloud coverage, sunshine levels, wind speeds, and lightning.",""
"EAID_6C4CAEE9_8499_47e2_A441_AE01C57CC898","DataObject","Weather Measurements","Weather measurements are values recorded in the field at a given time from sensors including air temperature, precipitation levels, cloud coverage, sunshine levels, wind speeds, and lightning.
Weather measurements may be recorded at various time intervals and are typically stored historically.",""
"EAID_D96344F8_BA88_42a6_B15C_A0CFBA9B5F4C","DataObject","Wind Generation Forecast","The forecasted power available over time from wind generation resources for a given forecasting window (e.g., minutes, hours, days). A forecast may include metadata related to the uncertainty of its inputs and likelihood of occurrence.",""
"id-da15e3242b6745daa3a30de34bf8a251","DataObject","Wunderground","",""
"id-004737f71a0345089f8c0ec075a25ba2","DataObject","XIIDM","",""
